ID,MTO_PIA
1,283092.2803641708
2,251338.84648322716
3,266990.9649747486
4,266990.9649747486
5,282159.3329608385
6,288309.65319467796
7,246121.47365271996
8,287376.7057913457
9,261289.8416388099
10,283092.2803641708
11,277874.9075336637
12,293527.0260251851
13,297811.45145236
14,261773.59214424153
15,297638.68341470585
16,302959.71706780547
17,272208.3378052557
18,246121.47365271996
19,271724.58729982417
20,303374.36035817536
21,303408.9139657062
22,293527.0260251851
23,256556.21931373424
24,287376.7057913457
25,282643.08346627007
26,303512.5747882987
27,304272.7541539769
28,240904.1008222128
29,303961.7716861994
30,303961.7716861994
31,293077.82912728435
32,303408.9139657062
33,287376.7057913457
34,287376.7057913457
35,303478.02118076786
36,256556.21931373424
37,256556.21931373424
38,246121.47365271996
39,246121.47365271996
40,297742.3442372983
41,287860.45629677724
42,297811.45145236
43,297811.45145236
44,292594.07862185274
45,266990.9649747486
46,303028.8242828671
47,303374.36035817536
48,287376.7057913457
49,293527.0260251851
50,293527.0260251851
51,261773.59214424153
52,297638.68341470585
53,251338.84648322716
54,256072.46880830266
55,282159.3329608385
56,282159.3329608385
57,293077.82912728435
58,303408.9139657062
59,276941.9601303314
60,261289.8416388099
61,1223782.6173239462
62,304203.6469389152
63,282643.08346627007
64,304238.200546446
65,303408.9139657062
66,251338.84648322716
67,283092.2803641708
68,298744.3988556923
69,261289.8416388099
70,298744.3988556923
71,282643.08346627007
72,271724.58729982417
73,292421.3105841987
74,304272.7541539769
75,271724.58729982417
76,303961.7716861994
77,256556.21931373424
78,303443.46757323697
79,303443.46757323697
80,302786.9490301513
81,261289.8416388099
82,276941.9601303314
83,287376.7057913457
84,292421.3105841987
85,302786.9490301513
86,303374.36035817536
87,297742.3442372983
88,272657.53470315645
89,303512.5747882987
90,276941.9601303314
91,303028.8242828671
92,297811.45145236
93,261773.59214424153
94,292594.07862185274
95,272208.3378052557
96,272208.3378052557
97,293077.82912728435
98,297811.45145236
99,251338.84648322716
100,256072.46880830266
101,256072.46880830266
102,304272.7541539769
103,266507.21446931706
104,297638.68341470585
105,283092.2803641708
106,266990.9649747486
107,303374.36035817536
108,287376.7057913457
109,303512.5747882987
110,304272.7541539769
111,288309.65319467796
112,287376.7057913457
113,276941.9601303314
114,1249212.9629333965
115,293527.0260251851
116,240904.1008222128
117,303961.7716861994
118,293077.82912728435
119,303961.7716861994
120,302959.71706780547
121,303443.46757323697
122,297742.3442372983
123,293077.82912728435
124,293077.82912728435
125,303408.9139657062
126,251338.84648322716
127,246121.47365271996
128,271724.58729982417
129,271724.58729982417
130,293077.82912728435
131,303408.9139657062
132,287376.7057913457
133,282643.08346627007
134,276941.9601303314
135,272657.53470315645
136,266507.21446931706
137,302856.0562452129
138,251338.84648322716
139,288309.65319467796
140,246121.47365271996
141,297742.3442372983
142,277874.9075336637
143,303478.02118076786
144,304272.7541539769
145,304203.6469389152
146,282643.08346627007
147,1244168.3581405433
148,240904.1008222128
149,1202913.1260019175
150,288309.65319467796
151,266507.21446931706
152,292421.3105841987
153,272657.53470315645
154,302959.71706780547
155,297811.45145236
156,288309.65319467796
157,303478.02118076786
158,303478.02118076786
159,261289.8416388099
160,287376.7057913457
161,292421.3105841987
162,277874.9075336637
163,240904.1008222128
164,261289.8416388099
165,302959.71706780547
166,298295.2019577916
167,303512.5747882987
168,282159.3329608385
169,261289.8416388099
170,293077.82912728435
171,272657.53470315645
172,292594.07862185274
173,298295.2019577916
174,251338.84648322716
175,282159.3329608385
176,282159.3329608385
177,271724.58729982417
178,303374.36035817536
179,303408.9139657062
180,240904.1008222128
181,287860.45629677724
182,302959.71706780547
183,302959.71706780547
184,302959.71706780547
185,256072.46880830266
186,282159.3329608385
187,303374.36035817536
188,297742.3442372983
189,303408.9139657062
190,287376.7057913457
191,276941.9601303314
192,276941.9601303314
193,276941.9601303314
194,272657.53470315645
195,304272.7541539769
196,261773.59214424153
197,302959.71706780547
198,298744.3988556923
199,271724.58729982417
200,303408.9139657062
201,287376.7057913457
202,282643.08346627007
203,276941.9601303314
204,292594.07862185274
205,297638.68341470585
206,293527.0260251851
207,298295.2019577916
208,298295.2019577916
209,272208.3378052557
210,271724.58729982417
211,303374.36035817536
212,293077.82912728435
213,303408.9139657062
214,282643.08346627007
215,303478.02118076786
216,276941.9601303314
217,292421.3105841987
218,292421.3105841987
219,302959.71706780547
220,303028.8242828671
221,293077.82912728435
222,303478.02118076786
223,276941.9601303314
224,293527.0260251851
225,292594.07862185274
226,256556.21931373424
227,256556.21931373424
228,277425.7106357629
229,298744.3988556923
230,272657.53470315645
231,292421.3105841987
232,293527.0260251851
233,240904.1008222128
234,240904.1008222128
235,303961.7716861994
236,261773.59214424153
237,303028.8242828671
238,303028.8242828671
239,256072.46880830266
240,266990.9649747486
241,283092.2803641708
242,261289.8416388099
243,304238.200546446
244,287376.7057913457
245,297811.45145236
246,256556.21931373424
247,282159.3329608385
248,287376.7057913457
249,297811.45145236
250,298295.2019577916
251,287860.45629677724
252,261289.8416388099
253,303478.02118076786
254,261289.8416388099
255,266507.21446931706
256,282159.3329608385
257,287376.7057913457
258,272208.3378052557
259,261289.8416388099
260,302959.71706780547
261,297742.3442372983
262,266507.21446931706
263,282159.3329608385
264,292421.3105841987
265,298744.3988556923
266,303961.7716861994
267,240904.1008222128
268,297638.68341470585
269,256556.21931373424
270,293077.82912728435
271,287376.7057913457
272,303512.5747882987
273,303512.5747882987
274,272657.53470315645
275,297811.45145236
276,251338.84648322716
277,266990.9649747486
278,282159.3329608385
279,277425.7106357629
280,298744.3988556923
281,1233733.612479529
282,293527.0260251851
283,303961.7716861994
284,292594.07862185274
285,266990.9649747486
286,272208.3378052557
287,303443.46757323697
288,303408.9139657062
289,303408.9139657062
290,287376.7057913457
291,287376.7057913457
292,304272.7541539769
293,240904.1008222128
294,272208.3378052557
295,282159.3329608385
296,288309.65319467796
297,246121.47365271996
298,246121.47365271996
299,298744.3988556923
300,287376.7057913457
301,287376.7057913457
302,276941.9601303314
303,292421.3105841987
304,292421.3105841987
305,293527.0260251851
306,303961.7716861994
307,302856.0562452129
308,303443.46757323697
309,298744.3988556923
310,271724.58729982417
311,271724.58729982417
312,277874.9075336637
313,277874.9075336637
314,272657.53470315645
315,288309.65319467796
316,297742.3442372983
317,297742.3442372983
318,293077.82912728435
319,261289.8416388099
320,261289.8416388099
321,292421.3105841987
322,303961.7716861994
323,292594.07862185274
324,302856.0562452129
325,297638.68341470585
326,283092.2803641708
327,256072.46880830266
328,303443.46757323697
329,277425.7106357629
330,277425.7106357629
331,297742.3442372983
332,303408.9139657062
333,282643.08346627007
334,292594.07862185274
335,277425.7106357629
336,277874.9075336637
337,287376.7057913457
338,303512.5747882987
339,303512.5747882987
340,303478.02118076786
341,266990.9649747486
342,266990.9649747486
343,266990.9649747486
344,303408.9139657062
345,303512.5747882987
346,304238.200546446
347,304238.200546446
348,1218081.4939880075
349,1218081.4939880075
350,277425.7106357629
351,293077.82912728435
352,276941.9601303314
353,261289.8416388099
354,266507.21446931706
355,287376.7057913457
356,292421.3105841987
357,302856.0562452129
358,302786.9490301513
359,303512.5747882987
360,256556.21931373424
361,297811.45145236
362,302959.71706780547
363,277425.7106357629
364,277425.7106357629
365,276941.9601303314
366,287376.7057913457
367,256072.46880830266
368,261289.8416388099
369,276941.9601303314
370,302786.9490301513
371,288309.65319467796
372,261773.59214424153
373,277425.7106357629
374,293077.82912728435
375,293077.82912728435
376,276941.9601303314
377,261289.8416388099
378,304272.7541539769
379,1249212.9629333965
380,298295.2019577916
381,297638.68341470585
382,302959.71706780547
383,282159.3329608385
384,293077.82912728435
385,303408.9139657062
386,303408.9139657062
387,303478.02118076786
388,261289.8416388099
389,261773.59214424153
390,297742.3442372983
391,277874.9075336637
392,276941.9601303314
393,261289.8416388099
394,304272.7541539769
395,272208.3378052557
396,303028.8242828671
397,303028.8242828671
398,282159.3329608385
399,271724.58729982417
400,287376.7057913457
401,276941.9601303314
402,276941.9601303314
403,266507.21446931706
404,297811.45145236
405,303028.8242828671
406,256072.46880830266
407,282159.3329608385
408,293077.82912728435
409,293077.82912728435
410,303408.9139657062
411,303512.5747882987
412,276941.9601303314
413,287860.45629677724
414,256556.21931373424
415,272208.3378052557
416,282159.3329608385
417,266507.21446931706
418,251338.84648322716
419,251338.84648322716
420,303443.46757323697
421,271724.58729982417
422,282643.08346627007
423,266507.21446931706
424,303961.7716861994
425,1238950.9853100362
426,272657.53470315645
427,293527.0260251851
428,266990.9649747486
429,266990.9649747486
430,266990.9649747486
431,1244168.3581405433
432,272657.53470315645
433,282159.3329608385
434,304238.200546446
435,1218081.4939880075
436,302786.9490301513
437,251338.84648322716
438,251338.84648322716
439,282643.08346627007
440,298295.2019577916
441,303478.02118076786
442,271724.58729982417
443,292421.3105841987
444,272657.53470315645
445,261773.59214424153
446,287860.45629677724
447,303478.02118076786
448,261289.8416388099
449,302959.71706780547
450,283092.2803641708
451,261773.59214424153
452,272208.3378052557
453,293077.82912728435
454,272657.53470315645
455,283092.2803641708
456,272208.3378052557
457,277425.7106357629
458,303478.02118076786
459,292421.3105841987
460,292421.3105841987
461,303961.7716861994
462,261289.8416388099
463,303961.7716861994
464,283092.2803641708
465,302959.71706780547
466,303443.46757323697
467,288309.65319467796
468,276941.9601303314
469,276941.9601303314
470,266507.21446931706
471,303961.7716861994
472,261773.59214424153
473,298295.2019577916
474,302959.71706780547
475,303443.46757323697
476,271724.58729982417
477,297742.3442372983
478,303408.9139657062
479,277874.9075336637
480,297811.45145236
481,297811.45145236
482,297811.45145236
483,272208.3378052557
484,293077.82912728435
485,287376.7057913457
486,282643.08346627007
487,303478.02118076786
488,261289.8416388099
489,292594.07862185274
490,272208.3378052557
491,293527.0260251851
492,266507.21446931706
493,302856.0562452129
494,298295.2019577916
495,302959.71706780547
496,302959.71706780547
497,303443.46757323697
498,277425.7106357629
499,277425.7106357629
500,304238.200546446
501,240904.1008222128
502,246121.47365271996
503,271724.58729982417
504,293077.82912728435
505,304272.7541539769
506,251338.84648322716
507,293077.82912728435
508,287860.45629677724
509,287860.45629677724
510,266507.21446931706
511,297811.45145236
512,283092.2803641708
513,283092.2803641708
514,302959.71706780547
515,256556.21931373424
516,282159.3329608385
517,288309.65319467796
518,246121.47365271996
519,303374.36035817536
520,293077.82912728435
521,287376.7057913457
522,276941.9601303314
523,261289.8416388099
524,266990.9649747486
525,282643.08346627007
526,303408.9139657062
527,282159.3329608385
528,304238.200546446
529,304238.200546446
530,246121.47365271996
531,266507.21446931706
532,276941.9601303314
533,292421.3105841987
534,297638.68341470585
535,303961.7716861994
536,276941.9601303314
537,297742.3442372983
538,302959.71706780547
539,303961.7716861994
540,277425.7106357629
541,261289.8416388099
542,302959.71706780547
543,272657.53470315645
544,277874.9075336637
545,283092.2803641708
546,298744.3988556923
547,256072.46880830266
548,271724.58729982417
549,297811.45145236
550,272208.3378052557
551,303408.9139657062
552,256072.46880830266
553,282159.3329608385
554,298744.3988556923
555,271724.58729982417
556,297742.3442372983
557,293077.82912728435
558,287376.7057913457
559,282643.08346627007
560,282643.08346627007
561,261289.8416388099
562,261289.8416388099
563,304272.7541539769
564,304272.7541539769
565,292421.3105841987
566,287860.45629677724
567,303961.7716861994
568,303028.8242828671
569,293077.82912728435
570,287376.7057913457
571,287376.7057913457
572,287376.7057913457
573,302856.0562452129
574,282159.3329608385
575,288309.65319467796
576,303478.02118076786
577,240904.1008222128
578,298295.2019577916
579,282159.3329608385
580,282159.3329608385
581,303374.36035817536
582,303374.36035817536
583,297742.3442372983
584,287376.7057913457
585,287376.7057913457
586,297811.45145236
587,297811.45145236
588,297811.45145236
589,251338.84648322716
590,272208.3378052557
591,303028.8242828671
592,303408.9139657062
593,303408.9139657062
594,303961.7716861994
595,298295.2019577916
