ID,MTO_PIA
1,35872.6243692479
2,37154.30320533546
3,36471.77580862872
4,36471.77580862872
5,35699.4589194171
6,35645.11523701226
7,37381.81233757105
8,35471.94978718146
9,36609.49544835943
10,35872.6243692479
11,36100.13350148345
12,35417.60610477666
13,35016.93152271027
14,36699.28494086427
15,34984.86384681568
16,34776.59532011685
17,36244.26667639309
18,37381.81233757105
19,36154.477183888244
20,34853.55774226387
21,34859.971277442804
22,35417.60610477666
23,36926.79407309987
24,35471.94978718146
25,35789.248411921944
26,34879.21188297953
27,35020.309656915735
28,37609.32146980668
29,34962.58784030548
30,34962.58784030548
31,35334.230147450755
32,34859.971277442804
33,35471.94978718146
34,35471.94978718146
35,34872.798347800635
36,36926.79407309987
37,36926.79407309987
38,37381.81233757105
39,37381.81233757105
40,35004.10445235244
41,35561.739279686306
42,35016.93152271027
43,35016.93152271027
44,35244.440654945865
45,36471.77580862872
46,34789.42239047468
47,34853.55774226387
48,35471.94978718146
49,35417.60610477666
50,35417.60610477666
51,36699.28494086427
52,34984.86384681568
53,37154.30320533546
54,36837.004580594985
55,35699.4589194171
56,35699.4589194171
57,35334.230147450755
58,34859.971277442804
59,35926.96805165265
60,36609.49544835943
61,-60269.21273291468
62,35007.482586557904
63,35789.248411921944
64,35013.89612173684
65,34859.971277442804
66,37154.30320533546
67,35872.6243692479
68,35190.09697254107
69,36609.49544835943
70,35190.09697254107
71,35789.248411921944
72,36154.477183888244
73,35212.37297905127
74,35020.309656915735
75,36154.477183888244
76,34962.58784030548
77,36926.79407309987
78,34866.3848126217
79,34866.3848126217
80,34744.52764422225
81,36609.49544835943
82,35926.96805165265
83,35471.94978718146
84,35212.37297905127
85,34744.52764422225
86,34853.55774226387
87,35004.10445235244
88,36327.64263371904
89,34879.21188297953
90,35926.96805165265
91,34789.42239047468
92,35016.93152271027
93,36699.28494086427
94,35244.440654945865
95,36244.26667639309
96,36244.26667639309
97,35334.230147450755
98,35016.93152271027
99,37154.30320533546
100,36837.004580594985
101,36837.004580594985
102,35020.309656915735
103,36381.98631612384
104,34984.86384681568
105,35872.6243692479
106,36471.77580862872
107,34853.55774226387
108,35471.94978718146
109,34879.21188297953
110,35020.309656915735
111,35645.11523701226
112,35471.94978718146
113,35926.96805165265
114,-61528.61556249209
115,35417.60610477666
116,37609.32146980668
117,34962.58784030548
118,35334.230147450755
119,34962.58784030548
120,34776.59532011685
121,34866.3848126217
122,35004.10445235244
123,35334.230147450755
124,35334.230147450755
125,34859.971277442804
126,37154.30320533546
127,37381.81233757105
128,36154.477183888244
129,36154.477183888244
130,35334.230147450755
131,34859.971277442804
132,35471.94978718146
133,35789.248411921944
134,35926.96805165265
135,36327.64263371904
136,36381.98631612384
137,34757.354714580084
138,37154.30320533546
139,35645.11523701226
140,37381.81233757105
141,35004.10445235244
142,36100.13350148345
143,34872.798347800635
144,35020.309656915735
145,35007.482586557904
146,35789.248411921944
147,-61269.0387543619
148,37609.32146980668
149,-59359.17620397232
150,35645.11523701226
151,36381.98631612384
152,35212.37297905127
153,36327.64263371904
154,34776.59532011685
155,35016.93152271027
156,35645.11523701226
157,34872.798347800635
158,34872.798347800635
159,36609.49544835943
160,35471.94978718146
161,35212.37297905127
162,36100.13350148345
163,37609.32146980668
164,36609.49544835943
165,34776.59532011685
166,35106.72101521512
167,34879.21188297953
168,35699.4589194171
169,36609.49544835943
170,35334.230147450755
171,36327.64263371904
172,35244.440654945865
173,35106.72101521512
174,37154.30320533546
175,35699.4589194171
176,35699.4589194171
177,36154.477183888244
178,34853.55774226387
179,34859.971277442804
180,37609.32146980668
181,35561.739279686306
182,34776.59532011685
183,34776.59532011685
184,34776.59532011685
185,36837.004580594985
186,35699.4589194171
187,34853.55774226387
188,35004.10445235244
189,34859.971277442804
190,35471.94978718146
191,35926.96805165265
192,35926.96805165265
193,35926.96805165265
194,36327.64263371904
195,35020.309656915735
196,36699.28494086427
197,34776.59532011685
198,35190.09697254107
199,36154.477183888244
200,34859.971277442804
201,35471.94978718146
202,35789.248411921944
203,35926.96805165265
204,35244.440654945865
205,34984.86384681568
206,35417.60610477666
207,35106.72101521512
208,35106.72101521512
209,36244.26667639309
210,36154.477183888244
211,34853.55774226387
212,35334.230147450755
213,34859.971277442804
214,35789.248411921944
215,34872.798347800635
216,35926.96805165265
217,35212.37297905127
218,35212.37297905127
219,34776.59532011685
220,34789.42239047468
221,35334.230147450755
222,34872.798347800635
223,35926.96805165265
224,35417.60610477666
225,35244.440654945865
226,36926.79407309987
227,36926.79407309987
228,36016.757544157495
229,35190.09697254107
230,36327.64263371904
231,35212.37297905127
232,35417.60610477666
233,37609.32146980668
234,37609.32146980668
235,34962.58784030548
236,36699.28494086427
237,34789.42239047468
238,34789.42239047468
239,36837.004580594985
240,36471.77580862872
241,35872.6243692479
242,36609.49544835943
243,35013.89612173684
244,35471.94978718146
245,35016.93152271027
246,36926.79407309987
247,35699.4589194171
248,35471.94978718146
249,35016.93152271027
250,35106.72101521512
251,35561.739279686306
252,36609.49544835943
253,34872.798347800635
254,36609.49544835943
255,36381.98631612384
256,35699.4589194171
257,35471.94978718146
258,36244.26667639309
259,36609.49544835943
260,34776.59532011685
261,35004.10445235244
262,36381.98631612384
263,35699.4589194171
264,35212.37297905127
265,35190.09697254107
266,34962.58784030548
267,37609.32146980668
268,34984.86384681568
269,36926.79407309987
270,35334.230147450755
271,35471.94978718146
272,34879.21188297953
273,34879.21188297953
274,36327.64263371904
275,35016.93152271027
276,37154.30320533546
277,36471.77580862872
278,35699.4589194171
279,36016.757544157495
280,35190.09697254107
281,-60814.02048989072
282,35417.60610477666
283,34962.58784030548
284,35244.440654945865
285,36471.77580862872
286,36244.26667639309
287,34866.3848126217
288,34859.971277442804
289,34859.971277442804
290,35471.94978718146
291,35471.94978718146
292,35020.309656915735
293,37609.32146980668
294,36244.26667639309
295,35699.4589194171
296,35645.11523701226
297,37381.81233757105
298,37381.81233757105
299,35190.09697254107
300,35471.94978718146
301,35471.94978718146
302,35926.96805165265
303,35212.37297905127
304,35212.37297905127
305,35417.60610477666
306,34962.58784030548
307,34757.354714580084
308,34866.3848126217
309,35190.09697254107
310,36154.477183888244
311,36154.477183888244
312,36100.13350148345
313,36100.13350148345
314,36327.64263371904
315,35645.11523701226
316,35004.10445235244
317,35004.10445235244
318,35334.230147450755
319,36609.49544835943
320,36609.49544835943
321,35212.37297905127
322,34962.58784030548
323,35244.440654945865
324,34757.354714580084
325,34984.86384681568
326,35872.6243692479
327,36837.004580594985
328,34866.3848126217
329,36016.757544157495
330,36016.757544157495
331,35004.10445235244
332,34859.971277442804
333,35789.248411921944
334,35244.440654945865
335,36016.757544157495
336,36100.13350148345
337,35471.94978718146
338,34879.21188297953
339,34879.21188297953
340,34872.798347800635
341,36471.77580862872
342,36471.77580862872
343,36471.77580862872
344,34859.971277442804
345,34879.21188297953
346,35013.89612173684
347,35013.89612173684
348,-60131.49309318394
349,-60131.49309318394
350,36016.757544157495
351,35334.230147450755
352,35926.96805165265
353,36609.49544835943
354,36381.98631612384
355,35471.94978718146
356,35212.37297905127
357,34757.354714580084
358,34744.52764422225
359,34879.21188297953
360,36926.79407309987
361,35016.93152271027
362,34776.59532011685
363,36016.757544157495
364,36016.757544157495
365,35926.96805165265
366,35471.94978718146
367,36837.004580594985
368,36609.49544835943
369,35926.96805165265
370,34744.52764422225
371,35645.11523701226
372,36699.28494086427
373,36016.757544157495
374,35334.230147450755
375,35334.230147450755
376,35926.96805165265
377,36609.49544835943
378,35020.309656915735
379,-61528.61556249209
380,35106.72101521512
381,34984.86384681568
382,34776.59532011685
383,35699.4589194171
384,35334.230147450755
385,34859.971277442804
386,34859.971277442804
387,34872.798347800635
388,36609.49544835943
389,36699.28494086427
390,35004.10445235244
391,36100.13350148345
392,35926.96805165265
393,36609.49544835943
394,35020.309656915735
395,36244.26667639309
396,34789.42239047468
397,34789.42239047468
398,35699.4589194171
399,36154.477183888244
400,35471.94978718146
401,35926.96805165265
402,35926.96805165265
403,36381.98631612384
404,35016.93152271027
405,34789.42239047468
406,36837.004580594985
407,35699.4589194171
408,35334.230147450755
409,35334.230147450755
410,34859.971277442804
411,34879.21188297953
412,35926.96805165265
413,35561.739279686306
414,36926.79407309987
415,36244.26667639309
416,35699.4589194171
417,36381.98631612384
418,37154.30320533546
419,37154.30320533546
420,34866.3848126217
421,36154.477183888244
422,35789.248411921944
423,36381.98631612384
424,34962.58784030548
425,-61041.52962212631
426,36327.64263371904
427,35417.60610477666
428,36471.77580862872
429,36471.77580862872
430,36471.77580862872
431,-61269.0387543619
432,36327.64263371904
433,35699.4589194171
434,35013.89612173684
435,-60131.49309318394
436,34744.52764422225
437,37154.30320533546
438,37154.30320533546
439,35789.248411921944
440,35106.72101521512
441,34872.798347800635
442,36154.477183888244
443,35212.37297905127
444,36327.64263371904
445,36699.28494086427
446,35561.739279686306
447,34872.798347800635
448,36609.49544835943
449,34776.59532011685
450,35872.6243692479
451,36699.28494086427
452,36244.26667639309
453,35334.230147450755
454,36327.64263371904
455,35872.6243692479
456,36244.26667639309
457,36016.757544157495
458,34872.798347800635
459,35212.37297905127
460,35212.37297905127
461,34962.58784030548
462,36609.49544835943
463,34962.58784030548
464,35872.6243692479
465,34776.59532011685
466,34866.3848126217
467,35645.11523701226
468,35926.96805165265
469,35926.96805165265
470,36381.98631612384
471,34962.58784030548
472,36699.28494086427
473,35106.72101521512
474,34776.59532011685
475,34866.3848126217
476,36154.477183888244
477,35004.10445235244
478,34859.971277442804
479,36100.13350148345
480,35016.93152271027
481,35016.93152271027
482,35016.93152271027
483,36244.26667639309
484,35334.230147450755
485,35471.94978718146
486,35789.248411921944
487,34872.798347800635
488,36609.49544835943
489,35244.440654945865
490,36244.26667639309
491,35417.60610477666
492,36381.98631612384
493,34757.354714580084
494,35106.72101521512
495,34776.59532011685
496,34776.59532011685
497,34866.3848126217
498,36016.757544157495
499,36016.757544157495
500,35013.89612173684
501,37609.32146980668
502,37381.81233757105
503,36154.477183888244
504,35334.230147450755
505,35020.309656915735
506,37154.30320533546
507,35334.230147450755
508,35561.739279686306
509,35561.739279686306
510,36381.98631612384
511,35016.93152271027
512,35872.6243692479
513,35872.6243692479
514,34776.59532011685
515,36926.79407309987
516,35699.4589194171
517,35645.11523701226
518,37381.81233757105
519,34853.55774226387
520,35334.230147450755
521,35471.94978718146
522,35926.96805165265
523,36609.49544835943
524,36471.77580862872
525,35789.248411921944
526,34859.971277442804
527,35699.4589194171
528,35013.89612173684
529,35013.89612173684
530,37381.81233757105
531,36381.98631612384
532,35926.96805165265
533,35212.37297905127
534,34984.86384681568
535,34962.58784030548
536,35926.96805165265
537,35004.10445235244
538,34776.59532011685
539,34962.58784030548
540,36016.757544157495
541,36609.49544835943
542,34776.59532011685
543,36327.64263371904
544,36100.13350148345
545,35872.6243692479
546,35190.09697254107
547,36837.004580594985
548,36154.477183888244
549,35016.93152271027
550,36244.26667639309
551,34859.971277442804
552,36837.004580594985
553,35699.4589194171
554,35190.09697254107
555,36154.477183888244
556,35004.10445235244
557,35334.230147450755
558,35471.94978718146
559,35789.248411921944
560,35789.248411921944
561,36609.49544835943
562,36609.49544835943
563,35020.309656915735
564,35020.309656915735
565,35212.37297905127
566,35561.739279686306
567,34962.58784030548
568,34789.42239047468
569,35334.230147450755
570,35471.94978718146
571,35471.94978718146
572,35471.94978718146
573,34757.354714580084
574,35699.4589194171
575,35645.11523701226
576,34872.798347800635
577,37609.32146980668
578,35106.72101521512
579,35699.4589194171
580,35699.4589194171
581,34853.55774226387
582,34853.55774226387
583,35004.10445235244
584,35471.94978718146
585,35471.94978718146
586,35016.93152271027
587,35016.93152271027
588,35016.93152271027
589,37154.30320533546
590,36244.26667639309
591,34789.42239047468
592,34859.971277442804
593,34859.971277442804
594,34962.58784030548
595,35106.72101521512
596,34776.59532011685
597,34866.3848126217
598,34866.3848126217
599,35190.09697254107
600,36154.477183888244
601,34859.971277442804
602,36100.13350148345
603,35471.94978718146
604,34879.21188297953
605,37609.32146980668
606,36926.79407309987
607,37154.30320533546
608,37381.81233757105
609,37381.81233757105
610,35004.10445235244
611,34750.94117940119
612,35789.248411921944
613,36609.49544835943
614,35212.37297905127
615,35417.60610477666
616,34962.58784030548
617,35244.440654945865
618,34776.59532011685
619,36926.79407309987
620,36244.26667639309
621,36016.757544157495
622,35471.94978718146
623,35789.248411921944
624,35020.309656915735
625,35872.6243692479
626,35013.89612173684
627,35013.89612173684
628,35212.37297905127
629,34872.798347800635
630,36609.49544835943
631,36609.49544835943
632,34776.59532011685
633,35212.37297905127
634,36154.477183888244
635,35013.89612173684
636,36244.26667639309
637,36609.49544835943
638,35645.11523701226
639,35334.230147450755
640,35926.96805165265
641,35872.6243692479
642,35789.248411921944
643,35789.248411921944
644,35789.248411921944
645,34872.798347800635
646,34866.3848126217
647,36381.98631612384
648,37381.81233757105
649,36244.26667639309
650,35561.739279686306
651,34879.21188297953
652,34879.21188297953
653,36699.28494086427
654,34776.59532011685
655,37381.81233757105
656,34859.971277442804
657,36100.13350148345
658,35471.94978718146
659,35020.309656915735
660,34789.42239047468
661,37381.81233757105
662,35190.09697254107
663,36154.477183888244
664,35471.94978718146
665,35471.94978718146
666,35471.94978718146
667,35926.96805165265
668,34776.59532011685
669,34776.59532011685
670,36471.77580862872
671,37381.81233757105
672,37381.81233757105
673,35334.230147450755
674,34879.21188297953
675,35016.93152271027
676,36016.757544157495
677,35190.09697254107
678,35471.94978718146
679,35926.96805165265
680,35417.60610477666
681,36381.98631612384
682,35244.440654945865
683,35872.6243692479
684,35471.94978718146
685,35471.94978718146
686,35789.248411921944
687,34879.21188297953
688,34776.59532011685
689,35645.11523701226
690,36016.757544157495
691,37381.81233757105
692,35471.94978718146
693,35789.248411921944
694,35926.96805165265
695,35244.440654945865
696,35244.440654945865
697,36016.757544157495
698,35334.230147450755
699,35334.230147450755
700,35471.94978718146
701,35471.94978718146
702,35016.93152271027
703,34962.58784030548
704,34776.59532011685
705,37154.30320533546
706,37381.81233757105
707,34744.52764422225
708,35334.230147450755
709,36100.13350148345
710,36100.13350148345
711,35471.94978718146
712,36471.77580862872
713,-60269.21273291468
714,-61778.40070123788
715,35212.37297905127
716,-60131.49309318394
717,34879.21188297953
718,35926.96805165265
719,36016.757544157495
720,35789.248411921944
721,35645.11523701226
722,37381.81233757105
723,34776.59532011685
724,34872.798347800635
725,36609.49544835943
726,36926.79407309987
727,34879.21188297953
728,35872.6243692479
729,34789.42239047468
730,35013.89612173684
731,35561.739279686306
732,35334.230147450755
733,35106.72101521512
734,34879.21188297953
735,35926.96805165265
736,33469.96624363243
737,51894.24726293683
738,58187.34702419531
739,19710.839756234403
740,45995.06581533374
741,36539.9286885452
742,23254.996564758058
743,59261.44280004817
744,28555.627331800388
745,48991.78670553695
746,36825.20978512591
747,52875.175412079305
748,25398.717276165175
749,25155.00293936625
750,25155.00293936625
751,49994.24088832859
752,50038.79290134903
753,56104.38353037196
754,29442.444362180428
755,33863.88455728786
756,45995.06581533374
757,41557.42041566299
758,36643.081503830916
759,34633.41607150566
760,37554.964125674735
761,-72229.08829575827
762,35885.74810029553
763,36594.32659387741
764,56287.34064958715
765,64724.16112225274
766,29820.15747127261
767,21732.703299242003
768,64724.16112225274
769,56483.854610774215
770,42926.19607651407
771,61122.96796358284
772,35491.82978664011
773,41801.13475246191
774,23754.56684224964
775,22707.56064643761
776,22707.56064643761
777,66479.81660170907
778,44730.53567586152
779,17688.97621322671
780,36360.403926462925
781,53195.852171025246
782,25776.430385257318
783,52016.104431336265
784,27420.580819172832
785,18824.17193989529
786,38882.468990498746
787,44627.382860575766
788,34243.355637690154
789,27798.293928264935
790,30795.01481846822
791,16612.5305028645
792,48991.78670553695
793,43822.99829546955
794,-45944.862236658904
795,21732.703299242003
796,32451.21414902505
797,36860.605447491136
798,61283.30634305581
799,23754.56684224964
800,33863.88455728786
801,28773.151275460543
802,53195.852171025246
803,35885.74810029553
804,56165.48348118771
805,65006.356670125155
806,24569.08580997232
807,16734.387671263983
808,27798.293928264935
809,40743.99415403346
810,43822.99829546955
811,36860.605447491136
812,37929.65549552052
813,28555.627331800388
814,37311.24978887581
815,16490.67333446506
816,36594.32659387741
817,64191.83770240252
818,47850.52017692154
819,64358.58961705438
820,36392.47160235752
821,-62119.77058072004
822,56104.38353037196
823,20685.697103430015
824,39513.063145902954
825,33863.88455728786
